#Clients	Mean User CPU - READ-ONLY	Std User CPU - READ-ONLY	Mean User CPU - WRITE-ONLY	Std User CPU - WRITE-ONLY	Mean System CPU - READ-ONLY	Std System CPU - READ-ONLY	Mean System CPU - WRITE-ONLY	Std System CPU - WRITE-ONLY	Mean Net-Received - READ-ONLY	Std Net-Received - READ-ONLY	Mean Net-Received - WRITE-ONLY	Std Net-Received - WRITE-ONLY	Mean Net-Sent - READ-ONLY	Std Net-Sent - READ-ONLY	Mean Net-Sent - WRITE-ONLY	Std Net-Sent - WRITE-ONLY	Mean Context Switches - READ-ONLY	Std Context Switches - READ-ONLY	Mean Context Switches - WRITE-ONLY	Std Context Switches - WRITE-ONLY
2	1.48555072464	0.0246473134055	1.38006897277	0.0175285692265	1.88525362319	0.0182766696081	1.90461669145	0.0501023024597	1026.35203899	7.53075506441	67.1333109371	0.672779552117	77.1511454559	0.562600597419	1015.67066367	10.3177396184	2358.53663527	28.9589823311	2337.94506537	35.8335133093
10	3.02168357488	0.0932952472652	2.48616587997	0.114058341494	3.56738164251	0.0891099480272	3.14215730787	0.122664128701	4577.39560453	136.290103484	250.159304154	12.3269537704	342.221148947	10.1673196596	3790.75354581	187.089148846	3171.77533333	59.3631808818	2988.87120764	67.214898163
16	5.62782608696	2.69136012034	2.85675662948	0.281763476844	5.59950488231	1.79487634142	3.58500158134	0.295883546944	5581.77004397	298.024232266	329.264040211	40.3019387823	416.485818664	23.216172042	4782.32403753	363.84535324	3313.93383554	189.094650198	3283.42300935	113.307354601
30	4.30576086957	0.202199150244	3.22831642512	0.151049354829	5.09245652174	0.153621947402	4.02534299517	0.161220698991	7445.16229101	237.077277013	391.64492046	14.3427666568	556.322178348	17.6975937569	5931.77133105	217.316214877	3213.24801449	134.715013855	3312.79833575	63.6160815422
44	3.94723913043	0.223119232254	3.61682125604	0.325028683202	4.7837826087	0.236909712391	4.50543236715	0.396411188502	7622.8829446	235.556827626	454.958776796	41.7370058555	569.779476147	17.5893448175	6887.92709513	632.126965432	2692.41277295	55.8564160298	3149.11764976	35.817468801
56	3.75881884058	0.160676264703	3.79665700483	0.161166146218	4.56103381643	0.200742751614	4.84728985507	0.177936705374	7522.39889983	188.058269988	501.027681065	8.16456577034	562.166617131	14.0308999303	7583.52265436	124.380989126	2323.86508213	18.3818126856	3204.53155556	145.190827015
64	3.89562318841	0.182741001165	3.58677294686	0.198128089837	4.70314492754	0.146075699882	4.54319565217	0.232188485478	7719.38468307	141.112866594	460.000283062	41.0087552135	576.915871735	10.5264701469	6957.00798705	622.913008817	2193.7113913	61.7488270638	3362.390843	244.046446778
84	4.06191304348	0.401744248744	3.73843719807	0.394467325055	4.75706038647	0.33789932086	4.66953381643	0.452519611532	7732.28798215	117.779950516	459.138704899	61.8834130807	577.952849015	8.75934309026	6938.1411581	943.302897002	1939.94201691	74.9599269614	3423.10520531	399.434276831
104	3.7100942029	0.201137401428	3.97098792271	0.140230486891	4.51973913043	0.223087093826	4.98567391304	0.157320364726	7650.41661005	221.110417005	511.247726072	32.1788555774	571.90633256	16.5278161276	7718.28433301	482.586516499	1906.48496377	72.4452963158	3503.09191304	278.066978613
128	3.47534751329	0.0767706293989	3.99966061933	0.274766979239	4.28584808675	0.0851468862628	5.09986803601	0.3630042405	7572.22391175	228.725928351	506.480039661	37.2782215745	566.120183592	17.0683648071	7634.13982978	565.932794025	1729.732084	18.2677627325	3192.07633836	84.9982936951
