#Clients,Mean NetThread Processing Time - 8 workers [ms],Std NetThread Processing Time - 8 workers,Mean NetThread Processing - 16 workers [ms],Std NetThread Processing Time - 16 workers,Mean NetThread Processing - 32 workers [ms],Std NetThread Processing Time - 32 workers,Mean NetThread Processing - 64 workers [ms],Std NetThread Processing Time - 64 workers
2.0,0.0166561341223,0.000668187463582,0.0173202385546,0.00169090337509,0.0167629848623,0.000426004800478,0.0173548518845,6.94538416434e-05
10.0,0.0133119968267,0.000694007469471,0.0145755753386,0.00077469622261,0.0150189642712,0.000226026584481,0.0143654639413,0.000905636412847
16.0,0.0164435747978,0.000123707063297,0.020424404648,0.00282660819543,0.0151782717101,0.00107360640591,0.0154407457549,0.00153798603407
30.0,0.0163703545941,0.0022733840549,0.0190085799196,0.00150743730917,0.0171121185016,0.00279645628853,0.016472779142,0.00150380382002
44.0,0.014940957723,0.00185740031496,0.0251726490145,0.0104874508193,0.0203268400508,0.00235839180322,0.0189258104751,0.00356770324471
56.0,0.0137304356677,0.000614586384916,0.0202958942269,0.00339911158954,0.0288205538925,0.00326360346605,0.0203595445115,0.00129495632283
64.0,0.0149211987292,0.000420041567596,0.0199914394555,0.00168825862535,0.0197224111763,0.00553138876516,0.0216111289358,0.00458627655399
84.0,0.0157674143429,0.00176660858076,0.0367613636092,0.00192571814337,0.0359504248181,0.0151515976946,0.0233755859017,0.0040799741172
104.0,0.0131549153709,0.00124303552113,0.0255444099362,0.0102019809779,0.03125456218,0.00853357083265,0.0227926734789,0.00208530496895
128.0,0.0140286762759,0.00181574859403,0.0191600958932,0.00277558979387,0.0343033797045,0.00714448366012,0.0298578341703,0.00612171275339
